sce cor SNPtype bias trait method Category
1 0.314436402330839 chipQTL 0.818122602152081 Fat_yield singletraitfy Functional_GS
2 0.344606641723925 chipQTL 0.976242941638259 Fat_yield singletraitfy Functional_GS
3 0.348239475011413 chipQTL 1.1008993123622 Fat_yield singletraitfy Functional_GS
4 0.331645608229721 chipQTL 1.13559443678249 Fat_yield singletraitfy Functional_GS
5 0.330057590674185 chipQTL 1.11812874372851 Fat_yield singletraitfy Functional_GS
1 0.455219637767944 chipQTL 0.895875349740319 Milk_volume singletraitmv Functional_GS
2 0.443677041231293 chipQTL 0.964213780833037 Milk_volume singletraitmv Functional_GS
3 0.436930366624899 chipQTL 1.06877521434674 Milk_volume singletraitmv Functional_GS
4 0.392138902995418 chipQTL 1.07581101243089 Milk_volume singletraitmv Functional_GS
5 0.369349991146001 chipQTL 1.02641521051373 Milk_volume singletraitmv Functional_GS
1 0.386804744817132 chipQTL 0.82273904746916 Protein_yield singletraitfp Functional_GS
2 0.403909406173933 chipQTL 1.00847742153981 Protein_yield singletraitfp Functional_GS
3 0.404367658790522 chipQTL 1.138561405385 Protein_yield singletraitfp Functional_GS
4 0.376550527979879 chipQTL 1.16379592050671 Protein_yield singletraitfp Functional_GS
5 0.35361220148033 chipQTL 1.11373608559153 Protein_yield singletraitfp Functional_GS
1 0.310276625432702 chipQTL 0.802930021259462 Fat_yield singletraitfy Current_GS
2 0.339294097255413 chipQTL 0.959873236876321 Fat_yield singletraitfy Current_GS
3 0.340839970334485 chipQTL 1.06453192942063 Fat_yield singletraitfy Current_GS
4 0.338258516279075 chipQTL 1.17217951704303 Fat_yield singletraitfy Current_GS
5 0.330242149107819 chipQTL 1.14026824238814 Fat_yield singletraitfy Current_GS
1 0.446908186121681 chipQTL 0.890187199663242 Milk_volume singletraitmv Current_GS
2 0.430380245670011 chipQTL 0.952576398340753 Milk_volume singletraitmv Current_GS
3 0.422189451664462 chipQTL 1.04659411519174 Milk_volume singletraitmv Current_GS
4 0.387695100517782 chipQTL 1.10536691874822 Milk_volume singletraitmv Current_GS
5 0.363369324175823 chipQTL 1.04557001110539 Milk_volume singletraitmv Current_GS
1 0.387731072765702 chipQTL 0.818939364284696 Protein_yield singletraitfp Current_GS
2 0.400932905089538 chipQTL 0.994070371693695 Protein_yield singletraitfp Current_GS
3 0.397105027499665 chipQTL 1.10406027651018 Protein_yield singletraitfp Current_GS
4 0.388662883896764 chipQTL 1.20755287058812 Protein_yield singletraitfp Current_GS
5 0.361630245543934 chipQTL 1.12248690816621 Protein_yield singletraitfp Current_GS
1 0.362419237143165 ATAC 0.836710888196745 Fat_yield singletraitfy Functional_GS
2 0.380632367928965 ATAC 0.957730536858156 Fat_yield singletraitfy Functional_GS
3 0.384815573828748 ATAC 1.07132358862176 Fat_yield singletraitfy Functional_GS
4 0.381375121467609 ATAC 1.1620569211368 Fat_yield singletraitfy Functional_GS
5 0.382609195950634 ATAC 1.10989555585524 Fat_yield singletraitfy Functional_GS
1 0.499055223671733 ATAC 0.901685273891824 Milk_volume singletraitmv Functional_GS
2 0.479197721504636 ATAC 0.952813778054414 Milk_volume singletraitmv Functional_GS
3 0.47038938459877 ATAC 1.04877904021684 Milk_volume singletraitmv Functional_GS
4 0.438205071778271 ATAC 1.08803849736708 Milk_volume singletraitmv Functional_GS
5 0.425185411063715 ATAC 1.05194193739739 Milk_volume singletraitmv Functional_GS
1 0.424137212226989 ATAC 0.841882549082771 Protein_yield singletraitfp Functional_GS
2 0.431485862638697 ATAC 0.998680896376143 Protein_yield singletraitfp Functional_GS
3 0.425852750869228 ATAC 1.10706463271583 Protein_yield singletraitfp Functional_GS
4 0.415158309479818 ATAC 1.19195685936624 Protein_yield singletraitfp Functional_GS
5 0.397621814503714 ATAC 1.13898962178529 Protein_yield singletraitfp Functional_GS
1 0.37569415860284 ATAC 0.861187421844207 Fat_yield singletraitfy Current_GS
2 0.389199237665725 ATAC 0.962279120827479 Fat_yield singletraitfy Current_GS
3 0.393572776613004 ATAC 1.06654813591448 Fat_yield singletraitfy Current_GS
4 0.383821468930743 ATAC 1.15930977500563 Fat_yield singletraitfy Current_GS
5 0.377427303065751 ATAC 1.1157842129041 Fat_yield singletraitfy Current_GS
1 0.500217875700488 ATAC 0.891918637977691 Milk_volume singletraitmv Current_GS
2 0.484918830377511 ATAC 0.961589638647418 Milk_volume singletraitmv Current_GS
3 0.48061990956318 ATAC 1.06017502855261 Milk_volume singletraitmv Current_GS
4 0.446681422815728 ATAC 1.10143061074791 Milk_volume singletraitmv Current_GS
5 0.423905344355322 ATAC 1.05583014932525 Milk_volume singletraitmv Current_GS
1 0.425893800212066 ATAC 0.830484396079287 Protein_yield singletraitfp Current_GS
2 0.437185955732425 ATAC 1.0068873695997 Protein_yield singletraitfp Current_GS
3 0.433473310643965 ATAC 1.1178642482944 Protein_yield singletraitfp Current_GS
4 0.420360740990227 ATAC 1.20153546207014 Protein_yield singletraitfp Current_GS
5 0.395588578315072 ATAC 1.13991916300443 Protein_yield singletraitfp Current_GS
1 0.351932176305611 asbQTL 0.850525738802773 Fat_yield singletraitfy Functional_GS
2 0.377277326801192 asbQTL 0.982414258892837 Fat_yield singletraitfy Functional_GS
3 0.370827916229924 asbQTL 1.04330103977677 Fat_yield singletraitfy Functional_GS
4 0.364180695639624 asbQTL 1.15075773265836 Fat_yield singletraitfy Functional_GS
5 0.355598908936307 asbQTL 1.1071516787428 Fat_yield singletraitfy Functional_GS
1 0.491895043120882 asbQTL 0.913965847078783 Milk_volume singletraitmv Functional_GS
2 0.472898755545034 asbQTL 0.959670042153888 Milk_volume singletraitmv Functional_GS
3 0.467286820778777 asbQTL 1.07440783466066 Milk_volume singletraitmv Functional_GS
4 0.426053646830763 asbQTL 1.08029410055441 Milk_volume singletraitmv Functional_GS
5 0.40383052067136 asbQTL 1.03976150521359 Milk_volume singletraitmv Functional_GS
1 0.409644286442134 asbQTL 0.844066450891115 Protein_yield singletraitfp Functional_GS
2 0.422784435422212 asbQTL 1.0047933848109 Protein_yield singletraitfp Functional_GS
3 0.419986545688853 asbQTL 1.12758461673925 Protein_yield singletraitfp Functional_GS
4 0.399936532267518 asbQTL 1.17305734239659 Protein_yield singletraitfp Functional_GS
5 0.373482236126509 asbQTL 1.12817171944052 Protein_yield singletraitfp Functional_GS
1 0.334743689555674 asbQTL 0.830694623389223 Fat_yield singletraitfy Current_GS
2 0.353283075138577 asbQTL 0.964205250795639 Fat_yield singletraitfy Current_GS
3 0.363178356068649 asbQTL 1.09992854016857 Fat_yield singletraitfy Current_GS
4 0.349872425027241 asbQTL 1.16388046940309 Fat_yield singletraitfy Current_GS
5 0.339735249122424 asbQTL 1.1059169438381 Fat_yield singletraitfy Current_GS
1 0.474229423313387 asbQTL 0.894636998230993 Milk_volume singletraitmv Current_GS
2 0.451660521793694 asbQTL 0.958759538176905 Milk_volume singletraitmv Current_GS
3 0.447852550074674 asbQTL 1.06095618296861 Milk_volume singletraitmv Current_GS
4 0.408190048393521 asbQTL 1.09507048088094 Milk_volume singletraitmv Current_GS
5 0.386994569656629 asbQTL 1.06318065830544 Milk_volume singletraitmv Current_GS
1 0.405235118805312 asbQTL 0.825412164956275 Protein_yield singletraitfp Current_GS
2 0.415892508624052 asbQTL 1.01148275504333 Protein_yield singletraitfp Current_GS
3 0.413461512760143 asbQTL 1.1236637626416 Protein_yield singletraitfp Current_GS
4 0.395594357500143 asbQTL 1.18722531312492 Protein_yield singletraitfp Current_GS
5 0.37048622524157 asbQTL 1.13839701893587 Protein_yield singletraitfp Current_GS
1 0.344595919451114 eeQTL 0.835123498049515 Fat_yield singletraitfy Functional_GS
2 0.373139683294765 eeQTL 0.965943656628885 Fat_yield singletraitfy Functional_GS
3 0.362188480830318 eeQTL 1.04111824326766 Fat_yield singletraitfy Functional_GS
4 0.360282765591094 eeQTL 1.15501593339332 Fat_yield singletraitfy Functional_GS
5 0.360761737144549 eeQTL 1.11673901548038 Fat_yield singletraitfy Functional_GS
1 0.487814148841249 eeQTL 0.905176064398721 Milk_volume singletraitmv Functional_GS
2 0.474050683615706 eeQTL 0.97305545192077 Milk_volume singletraitmv Functional_GS
3 0.461142097748654 eeQTL 1.04782016487051 Milk_volume singletraitmv Functional_GS
4 0.424913834313433 eeQTL 1.08140971944322 Milk_volume singletraitmv Functional_GS
5 0.413823213439489 eeQTL 1.04688101636575 Milk_volume singletraitmv Functional_GS
1 0.400243376326647 eeQTL 0.832960607142053 Protein_yield singletraitfp Functional_GS
2 0.416139872158087 eeQTL 1.01302330119072 Protein_yield singletraitfp Functional_GS
3 0.409511091640671 eeQTL 1.11287797830966 Protein_yield singletraitfp Functional_GS
4 0.394309983926755 eeQTL 1.17221052150512 Protein_yield singletraitfp Functional_GS
5 0.377463151509112 eeQTL 1.1179517902906 Protein_yield singletraitfp Functional_GS
1 0.32599866898165 eeQTL 0.823953425188905 Fat_yield singletraitfy Current_GS
2 0.350832976332133 eeQTL 0.955848953938354 Fat_yield singletraitfy Current_GS
3 0.358557010953266 eeQTL 1.08018620212968 Fat_yield singletraitfy Current_GS
4 0.349611733494892 eeQTL 1.18242676449032 Fat_yield singletraitfy Current_GS
5 0.340776677347638 eeQTL 1.13838795187282 Fat_yield singletraitfy Current_GS
1 0.46062917092677 eeQTL 0.884443446890543 Milk_volume singletraitmv Current_GS
2 0.44859694601231 eeQTL 0.960441433077571 Milk_volume singletraitmv Current_GS
3 0.440733228168269 eeQTL 1.05509450764679 Milk_volume singletraitmv Current_GS
4 0.404263644565515 eeQTL 1.1115699359713 Milk_volume singletraitmv Current_GS
5 0.371473645104827 eeQTL 1.06530111564454 Milk_volume singletraitmv Current_GS
1 0.398815282407965 eeQTL 0.826800709819001 Protein_yield singletraitfp Current_GS
2 0.414505634150357 eeQTL 1.00402360753631 Protein_yield singletraitfp Current_GS
3 0.410921828454307 eeQTL 1.11552358087358 Protein_yield singletraitfp Current_GS
4 0.394863355853588 eeQTL 1.20039687047019 Protein_yield singletraitfp Current_GS
5 0.364190296057568 eeQTL 1.15798585203933 Protein_yield singletraitfp Current_GS
1 0.32437665426869 aseQTL 0.805085908091741 Fat_yield singletraitfy Functional_GS
2 0.359081389491671 aseQTL 0.98277048524522 Fat_yield singletraitfy Functional_GS
3 0.356457386745148 aseQTL 1.06516124077843 Fat_yield singletraitfy Functional_GS
4 0.35076997237151 aseQTL 1.15501582226964 Fat_yield singletraitfy Functional_GS
5 0.344490641916624 aseQTL 1.11103290367626 Fat_yield singletraitfy Functional_GS
1 0.469506118549109 aseQTL 0.90375856111188 Milk_volume singletraitmv Functional_GS
2 0.458057582222117 aseQTL 0.974286783340717 Milk_volume singletraitmv Functional_GS
3 0.448980786301394 aseQTL 1.05250568568858 Milk_volume singletraitmv Functional_GS
4 0.413741794637028 aseQTL 1.10008269779874 Milk_volume singletraitmv Functional_GS
5 0.390857575739242 aseQTL 1.02592417683966 Milk_volume singletraitmv Functional_GS
1 0.391278377295781 aseQTL 0.826791096566094 Protein_yield singletraitfp Functional_GS
2 0.410762473067745 aseQTL 1.01392286687918 Protein_yield singletraitfp Functional_GS
3 0.404529986995919 aseQTL 1.11291094676207 Protein_yield singletraitfp Functional_GS
4 0.389994074302337 aseQTL 1.19560624455566 Protein_yield singletraitfp Functional_GS
5 0.367144452621989 aseQTL 1.11817036031804 Protein_yield singletraitfp Functional_GS
1 0.316056062887403 aseQTL 0.801797418434098 Fat_yield singletraitfy Current_GS
2 0.340344432592194 aseQTL 0.940850113660224 Fat_yield singletraitfy Current_GS
3 0.352336524664849 aseQTL 1.09705847987332 Fat_yield singletraitfy Current_GS
4 0.339011343652112 aseQTL 1.16892856217775 Fat_yield singletraitfy Current_GS
5 0.322997311968535 aseQTL 1.10629982628232 Fat_yield singletraitfy Current_GS
1 0.454088103226243 aseQTL 0.880493475915898 Milk_volume singletraitmv Current_GS
2 0.437425042817138 aseQTL 0.935830483911575 Milk_volume singletraitmv Current_GS
3 0.436982440188013 aseQTL 1.06224845106708 Milk_volume singletraitmv Current_GS
4 0.407280409301738 aseQTL 1.14080810054723 Milk_volume singletraitmv Current_GS
5 0.371774284308385 aseQTL 1.04448240169571 Milk_volume singletraitmv Current_GS
1 0.385864632729335 aseQTL 0.811212411343666 Protein_yield singletraitfp Current_GS
2 0.39915618192121 aseQTL 0.979450687248505 Protein_yield singletraitfp Current_GS
3 0.402696948750674 aseQTL 1.11550153190947 Protein_yield singletraitfp Current_GS
4 0.393394913443172 aseQTL 1.22711589006557 Protein_yield singletraitfp Current_GS
5 0.362218343616956 aseQTL 1.13066851744907 Protein_yield singletraitfp Current_GS
1 0.188828027891525 seQTL 0.70378212044454 Fat_yield singletraitfy Functional_GS
2 0.210529357008486 seQTL 0.859961351972381 Fat_yield singletraitfy Functional_GS
3 0.230335664262104 seQTL 1.06991970043474 Fat_yield singletraitfy Functional_GS
4 0.227864851370518 seQTL 1.11784819064414 Fat_yield singletraitfy Functional_GS
5 0.190191856748988 seQTL 1.00679791523003 Fat_yield singletraitfy Functional_GS
1 0.375212033876936 seQTL 0.988112710697316 Milk_volume singletraitmv Functional_GS
2 0.345415338409165 seQTL 0.960572364354713 Milk_volume singletraitmv Functional_GS
3 0.326860066889686 seQTL 1.01162211190052 Milk_volume singletraitmv Functional_GS
4 0.292756011824768 seQTL 1.01155985641281 Milk_volume singletraitmv Functional_GS
5 0.264907699220376 seQTL 0.938694138874072 Milk_volume singletraitmv Functional_GS
1 0.292036770852286 seQTL 0.799248526927331 Protein_yield singletraitfp Functional_GS
2 0.298989239648886 seQTL 0.91725199694917 Protein_yield singletraitfp Functional_GS
3 0.30297573164869 seQTL 1.03719358010259 Protein_yield singletraitfp Functional_GS
4 0.293956625960991 seQTL 1.0658177721043 Protein_yield singletraitfp Functional_GS
5 0.267658195383231 seQTL 1.05845996363201 Protein_yield singletraitfp Functional_GS
1 0.199754404155849 seQTL 0.727350691512878 Fat_yield singletraitfy Current_GS
2 0.213555123246655 seQTL 0.857596512328562 Fat_yield singletraitfy Current_GS
3 0.226749110599511 seQTL 1.01860868993328 Fat_yield singletraitfy Current_GS
4 0.22815639493282 seQTL 1.12670928493436 Fat_yield singletraitfy Current_GS
5 0.191335482063673 seQTL 1.01697392492568 Fat_yield singletraitfy Current_GS
1 0.356546028496144 seQTL 0.91162798446596 Milk_volume singletraitmv Current_GS
2 0.346818521522801 seQTL 0.962286488826761 Milk_volume singletraitmv Current_GS
3 0.331163023983967 seQTL 1.04025290561024 Milk_volume singletraitmv Current_GS
4 0.291788436394805 seQTL 1.06270809621355 Milk_volume singletraitmv Current_GS
5 0.237535921115822 seQTL 0.901794116776875 Milk_volume singletraitmv Current_GS
1 0.291054655854996 seQTL 0.758103414653153 Protein_yield singletraitfp Current_GS
2 0.304055505034402 seQTL 0.903908641724305 Protein_yield singletraitfp Current_GS
3 0.303212005355289 seQTL 1.01439776901188 Protein_yield singletraitfp Current_GS
4 0.293475243481501 seQTL 1.09464643390242 Protein_yield singletraitfp Current_GS
5 0.251337235978501 seQTL 1.04530131574467 Protein_yield singletraitfp Current_GS
1 0.286386283050713 GWAS 0.79049930670175 Fat_yield singletraitfy Functional_GS
2 0.309316368717421 GWAS 0.920812532954212 Fat_yield singletraitfy Functional_GS
3 0.301879167227445 GWAS 0.991339662448449 Fat_yield singletraitfy Functional_GS
4 0.300272794678723 GWAS 1.09147647671573 Fat_yield singletraitfy Functional_GS
5 0.283052674361998 GWAS 1.0662236793121 Fat_yield singletraitfy Functional_GS
1 0.446580014265331 GWAS 0.915785264055921 Milk_volume singletraitmv Functional_GS
2 0.429102125618128 GWAS 0.943067740853377 Milk_volume singletraitmv Functional_GS
3 0.425170697434956 GWAS 1.05178177027151 Milk_volume singletraitmv Functional_GS
4 0.38626384941172 GWAS 1.05771543413398 Milk_volume singletraitmv Functional_GS
5 0.356317972557607 GWAS 0.971189095079437 Milk_volume singletraitmv Functional_GS
1 0.332085120951524 GWAS 0.777274931387188 Protein_yield singletraitfp Functional_GS
2 0.352193456295485 GWAS 0.961652472687402 Protein_yield singletraitfp Functional_GS
3 0.350629526002158 GWAS 1.06515037157493 Protein_yield singletraitfp Functional_GS
4 0.336526167318552 GWAS 1.11362891286729 Protein_yield singletraitfp Functional_GS
5 0.293925668755607 GWAS 1.01479508692587 Protein_yield singletraitfp Functional_GS
1 0.251388154994616 GWAS 0.793194334157824 Fat_yield singletraitfy Current_GS
2 0.258828552436905 GWAS 0.889582263132116 Fat_yield singletraitfy Current_GS
3 0.269982598382412 GWAS 1.03763379454567 Fat_yield singletraitfy Current_GS
4 0.272139021053892 GWAS 1.16258320271796 Fat_yield singletraitfy Current_GS
5 0.248642455871188 GWAS 1.07930227454463 Fat_yield singletraitfy Current_GS
1 0.399603028972899 GWAS 0.940199556784957 Milk_volume singletraitmv Current_GS
2 0.375069502179493 GWAS 0.952915827383853 Milk_volume singletraitmv Current_GS
3 0.366497974308359 GWAS 1.03582823613151 Milk_volume singletraitmv Current_GS
4 0.332990731200415 GWAS 1.08536146944283 Milk_volume singletraitmv Current_GS
5 0.297163016226118 GWAS 1.01349789800092 Milk_volume singletraitmv Current_GS
1 0.332822448723269 GWAS 0.820068347825679 Protein_yield singletraitfp Current_GS
2 0.329963166034243 GWAS 0.929144028289758 Protein_yield singletraitfp Current_GS
3 0.332505921907866 GWAS 1.03088596712868 Protein_yield singletraitfp Current_GS
4 0.329118441971643 GWAS 1.14284152602731 Protein_yield singletraitfp Current_GS
5 0.289688427523999 GWAS 1.10145569190904 Protein_yield singletraitfp Current_GS
1 0.251212957384029 coding 0.788036112267584 Fat_yield singletraitfy Functional_GS
2 0.278774186444518 coding 0.954977192895956 Fat_yield singletraitfy Functional_GS
3 0.271693073275934 coding 1.03756413680744 Fat_yield singletraitfy Functional_GS
4 0.273187644671301 coding 1.12060578289886 Fat_yield singletraitfy Functional_GS
5 0.251274814083552 coding 1.06072986190439 Fat_yield singletraitfy Functional_GS
1 0.399197442778489 coding 0.923185620500857 Milk_volume singletraitmv Functional_GS
2 0.380583501877526 coding 0.957159137387942 Milk_volume singletraitmv Functional_GS
3 0.370603666089456 coding 1.03681827154971 Milk_volume singletraitmv Functional_GS
4 0.335387430144194 coding 1.07469373233159 Milk_volume singletraitmv Functional_GS
5 0.293040944395006 coding 0.970956579076339 Milk_volume singletraitmv Functional_GS
1 0.338103928812845 coding 0.824357536993607 Protein_yield singletraitfp Functional_GS
2 0.350339360345625 coding 0.970399322141905 Protein_yield singletraitfp Functional_GS
3 0.343172775290278 coding 1.05350146478518 Protein_yield singletraitfp Functional_GS
4 0.332255463819335 coding 1.11464110034535 Protein_yield singletraitfp Functional_GS
5 0.298003504724648 coding 1.07410061533318 Protein_yield singletraitfp Functional_GS
1 0.259179202493243 coding 0.791853990587169 Fat_yield singletraitfy Current_GS
2 0.289532091724924 coding 0.96087406171817 Fat_yield singletraitfy Current_GS
3 0.277945929560646 coding 1.03328448855559 Fat_yield singletraitfy Current_GS
4 0.283751272264307 coding 1.14796099260323 Fat_yield singletraitfy Current_GS
5 0.25738999853248 coding 1.07975881103541 Fat_yield singletraitfy Current_GS
1 0.392684660163324 coding 0.921285656514896 Milk_volume singletraitmv Current_GS
2 0.376429593864472 coding 0.955000907558623 Milk_volume singletraitmv Current_GS
3 0.369443124906097 coding 1.03372308615714 Milk_volume singletraitmv Current_GS
4 0.324084169190567 coding 1.08560303629448 Milk_volume singletraitmv Current_GS
5 0.293211556276208 coding 0.988603390204263 Milk_volume singletraitmv Current_GS
1 0.338928143705478 coding 0.81381397405919 Protein_yield singletraitfp Current_GS
2 0.354941384111879 coding 0.973984170649373 Protein_yield singletraitfp Current_GS
3 0.348464386720968 coding 1.05952029439091 Protein_yield singletraitfp Current_GS
4 0.33769255175829 coding 1.16616663223986 Protein_yield singletraitfp Current_GS
5 0.303100515937002 coding 1.08811951712691 Protein_yield singletraitfp Current_GS
1 0.398978675145253 AllSNP 0.862237266457853 Fat_yield singletraitfy Functional_GS
2 0.420380223679678 AllSNP 0.972699734347974 Fat_yield singletraitfy Functional_GS
3 0.416215522197081 AllSNP 1.04767061998174 Fat_yield singletraitfy Functional_GS
4 0.409307698229681 AllSNP 1.15440080991428 Fat_yield singletraitfy Functional_GS
5 0.412064832012067 AllSNP 1.10117480566025 Fat_yield singletraitfy Functional_GS
1 0.53155238540719 AllSNP 0.9010146511535 Milk_volume singletraitmv Functional_GS
2 0.516308951190446 AllSNP 0.960440585521567 Milk_volume singletraitmv Functional_GS
3 0.509762115085058 AllSNP 1.05572188407546 Milk_volume singletraitmv Functional_GS
4 0.473293914900731 AllSNP 1.07857058558362 Milk_volume singletraitmv Functional_GS
5 0.462293859859972 AllSNP 1.06080616417097 Milk_volume singletraitmv Functional_GS
1 0.446504126365648 AllSNP 0.843737187473842 Protein_yield singletraitfp Functional_GS
2 0.460267917696933 AllSNP 1.0092946697526 Protein_yield singletraitfp Functional_GS
3 0.455460409144735 AllSNP 1.11663339766911 Protein_yield singletraitfp Functional_GS
4 0.438239402482847 AllSNP 1.18197249415208 Protein_yield singletraitfp Functional_GS
5 0.42486011689741 AllSNP 1.1355385388814 Protein_yield singletraitfp Functional_GS
1 0.394872303024645 AllSNP 0.849054347684072 Fat_yield singletraitfy Current_GS
2 0.41737295709183 AllSNP 0.957523691639825 Fat_yield singletraitfy Current_GS
3 0.414784688004574 AllSNP 1.04134104696389 Fat_yield singletraitfy Current_GS
4 0.412634313351007 AllSNP 1.16951867821907 Fat_yield singletraitfy Current_GS
5 0.411899920513563 AllSNP 1.10180954319628 Fat_yield singletraitfy Current_GS
1 0.526386504456655 AllSNP 0.895207054448105 Milk_volume singletraitmv Current_GS
2 0.511468696669757 AllSNP 0.949449157592768 Milk_volume singletraitmv Current_GS
3 0.506204312705461 AllSNP 1.05536449342878 Milk_volume singletraitmv Current_GS
4 0.475476118478835 AllSNP 1.09339195430407 Milk_volume singletraitmv Current_GS
5 0.460981344276943 AllSNP 1.05221194833703 Milk_volume singletraitmv Current_GS
1 0.447356922737481 AllSNP 0.832015469755466 Protein_yield singletraitfp Current_GS
2 0.459799152063151 AllSNP 0.989824773561567 Protein_yield singletraitfp Current_GS
3 0.45413625624407 AllSNP 1.09842304089938 Protein_yield singletraitfp Current_GS
4 0.445528168652028 AllSNP 1.19778117052865 Protein_yield singletraitfp Current_GS
5 0.428222858164308 AllSNP 1.12306248408088 Protein_yield singletraitfp Current_GS
1 0.360626359879853 eeQTLGWAS 0.845659499165086 Fat_yield singletraitfy Functional_GS
2 0.38358494275132 eeQTLGWAS 0.961604256935493 Fat_yield singletraitfy Functional_GS
3 0.374773592030957 eeQTLGWAS 1.03732008706647 Fat_yield singletraitfy Functional_GS
4 0.373289556309981 eeQTLGWAS 1.15602092256388 Fat_yield singletraitfy Functional_GS
5 0.371159944945709 eeQTLGWAS 1.11200147290696 Fat_yield singletraitfy Functional_GS
1 0.499566217415602 eeQTLGWAS 0.902543362691671 Milk_volume singletraitmv Functional_GS
2 0.483856248713964 eeQTLGWAS 0.958727589041331 Milk_volume singletraitmv Functional_GS
3 0.474999360215766 eeQTLGWAS 1.04785101622712 Milk_volume singletraitmv Functional_GS
4 0.439399876638925 eeQTLGWAS 1.07810384436197 Milk_volume singletraitmv Functional_GS
5 0.42803755345295 eeQTLGWAS 1.04812098768377 Milk_volume singletraitmv Functional_GS
1 0.407436719678019 eeQTLGWAS 0.830599433425986 Protein_yield singletraitfp Functional_GS
2 0.424160102257087 eeQTLGWAS 1.0105321613156 Protein_yield singletraitfp Functional_GS
3 0.418338769759601 eeQTLGWAS 1.11301738367069 Protein_yield singletraitfp Functional_GS
4 0.404529732803683 eeQTLGWAS 1.17858822546106 Protein_yield singletraitfp Functional_GS
5 0.385811519201876 eeQTLGWAS 1.11927346556053 Protein_yield singletraitfp Functional_GS
1 0.330996517326562 eeQTLGWAS 0.813192546443392 Fat_yield singletraitfy Current_GS
2 0.359950515460767 eeQTLGWAS 0.960764757163614 Fat_yield singletraitfy Current_GS
3 0.364435006270543 eeQTLGWAS 1.07844986376213 Fat_yield singletraitfy Current_GS
4 0.359821610930527 eeQTLGWAS 1.17824795954627 Fat_yield singletraitfy Current_GS
5 0.351212325423851 eeQTLGWAS 1.12382858488385 Fat_yield singletraitfy Current_GS
1 0.464372647455508 eeQTLGWAS 0.891321869895309 Milk_volume singletraitmv Current_GS
2 0.44850751012765 eeQTLGWAS 0.948042964387393 Milk_volume singletraitmv Current_GS
3 0.443565105595883 eeQTLGWAS 1.04540554556106 Milk_volume singletraitmv Current_GS
4 0.410689791830125 eeQTLGWAS 1.1157965232252 Milk_volume singletraitmv Current_GS
5 0.389855480635581 eeQTLGWAS 1.06831855367722 Milk_volume singletraitmv Current_GS
2 0.416905905553028 eeQTLGWAS 1.00085973975098 Protein_yield singletraitfp Current_GS
3 0.413314942400277 eeQTLGWAS 1.1081780177646 Protein_yield singletraitfp Current_GS
4 0.401680871577048 eeQTLGWAS 1.21177816705825 Protein_yield singletraitfp Current_GS
5 0.379527734513135 eeQTLGWAS 1.15020911874978 Protein_yield singletraitfp Current_GS
1 0.385376586084564 eeQTLGWASasb 0.867027964063433 Fat_yield singletraitfy Functional_GS
